Date,Overnight_Return,Overnight_Volatility,Futures_Last_Price
2025-11-13,-0.013281110150048847,0.003900349939395828,6767.0
2025-11-14,-0.001709495222767421,0.0020863966196901793,6755.25
2025-11-16,0.0017023796306576688,,6766.75
2025-11-17,-0.009578119338189306,0.003921848198299587,6701.5
2025-11-18,-0.008910478875332029,0.0024695140411509905,6641.75
2025-11-19,0.01354254938094801,0.0023828277017166537,6732.0
2025-11-20,-0.024679313919092727,0.006144666552352982,6566.0
2025-11-21,0.010083772957704795,0.004885206864976412,6631.5
2025-11-23,0.0032798009500112357,,6653.25
2025-11-24,0.010417732903743815,0.003728979419375369,6722.25
2025-11-25,0.00907861163263557,0.0024696752783760893,6783.25
2025-11-26,0.006778653073887697,0.0016325776743345269,6829.25
2025-11-27,7.349175500426242e-05,0.0003737575870097357,6829.75
2025-11-30,0.0034042241663310158,,6853.0
2025-12-01,-0.004063065294845347,0.0020900330310626223,6825.0
2025-12-02,0.003040290960652281,0.0007841754099460355,6845.75
2025-12-03,0.002592529835469537,0.0006339467441862157,6863.5
2025-12-04,4.082809550431943e-05,0.000793326457236971,6863.75
2025-12-05,0.0021119976159847953,0.00048342285383219376,6878.25
2025-12-07,0.0003998109984371112,,6881.0
2025-12-08,-0.0017945108303145663,0.0018341524345148312,6868.5
2025-12-09,-0.0032063410350140487,0.000460528215757644,6846.5
2025-12-10,0.005310489756595982,0.0020344449779980678,6882.75
2025-12-11,0.0031187565128335537,0.0022620505063578105,6904.0
2025-12-12,-0.010627589830930373,0.002308986255167338,6830.75
2025-12-14,0.0003293928192364959,,6833.0
2025-12-15,-0.0022502623132701904,0.0017109839910283452,6817.5
2025-12-16,-0.003829175951610808,0.0050100065485967505,6790.25
2025-12-17,-0.0009120027992680635,0.006175756538718086,6782.25
2025-12-18,0.0070082976161471855,0.0019835912949291595,6829.75
2025-12-19,0.009269998267208757,0.0013791878627357399,6893.25
2025-12-21,0.0018496355130017683,,6906.0
2025-12-22,0.003582086362050041,0.0007773654900291926,6930.75
2025-12-23,0.0037860190283571793,0.0008648874121073261,6957.0
2025-12-24,-0.0005031304570629613,0.00017496061668537217,6953.5
2025-12-26,0.003703743554190897,0.0012911862698077143,6979.25
2025-12-28,3.582046781525072e-05,,6979.5
2025-12-29,-0.004084280664584661,0.0009932065916988125,6951.0
2025-12-30,-0.0012214124779993396,0.0005518849142527464,6942.5
2025-12-31,-0.007036308673373681,0.0011531022986011749,6893.75
2026-01-02,0.0009666880727279281,0.003880197873831423,6900.0
2026-01-04,0.0010144927536230863,,6907.0
2026-01-05,0.005037985823893365,0.0016340879733344387,6941.75
2026-01-06,0.006522765356061222,0.0018539955859343028,6987.0
2026-01-07,-0.003216384818613194,0.0011165026382470385,6964.5
2026-01-08,-6.655864572691073e-05,0.000864882575959255,6964.0
2026-01-09,0.005891543855322423,0.001763874568336995,7005.0
2026-01-11,-0.0009635974304068595,,6998.25
2026-01-12,0.0011507826243568609,0.0025104943063228497,7006.0
2026-01-13,-0.001173858112401005,0.0007880376896295292,6997.75
2026-01-14,-0.005414286350768571,0.0020621173314130927,6959.75
2026-01-15,0.00431437586907546,0.0013375946187117625,6989.75
2026-01-16,-0.0018584853460373862,0.0006778640520151598,6976.75
2026-01-19,-0.008671659440283808,,6916.25
2026-01-20,-0.012207789898035282,0.0009898932342263338,6832.25
2026-01-21,0.013462164041372793,0.003398898203966348,6924.25
2026-01-22,0.0024600305033635195,0.0010489064368645299,6941.25
2026-01-23,-0.00107145160163169,0.0012143630202926922,6933.75
2026-01-25,-0.002812330989724221,,6914.25
2026-01-26,0.009691300207007925,0.0025329327524628935,6981.25
2026-01-27,0.004507098612889671,0.0008009501371146799,7012.75
2026-01-28,-0.002374078174491534,0.0015614848106922396,6996.0
2026-01-29,-0.0013075150047433537,0.002700601035271414,6986.5
2026-01-30,-0.00861335531259999,0.00133354371687036,6926.5
2026-02-02,0.012811535554977938,0.005659071729236347,7015.25
2026-02-03,-0.010264046776152336,0.004708635142608918,6942.5
2026-02-04,-0.003407572485991106,0.0028011815445261566,6918.5
2026-02-05,-0.021414193945641036,0.003448164969251237,6771.25
2026-02-06,0.02656139724962714,0.0036250378093005955,6952.75
2026-02-08,0.0029125166301104954,,6973.0
2026-02-09,0.0008516924995271014,0.001981342857995379,6978.75
2026-02-10,-0.0005658047063163973,0.0010359251149478707,6974.75
2026-02-11,-0.002473318405521563,0.0006263853897813701,6957.5
2026-02-12,-0.013883393227730578,0.004011184425291256,6860.75
2026-02-13,-0.002235807107126564,0.0019931648527495294,6845.25
2026-02-15,0.002227822212483188,,6860.5
2026-02-16,0.00018304707773753037,0.0006549429782736146,6861.75
2026-02-17,-0.001635207153617091,0.003053107056916276,6850.25
2026-02-18,0.006489619912993461,0.0013684152353659663,6894.75
2026-02-19,-0.0021285609532408767,0.0013570548036383405,6880.0
2026-02-20,0.0062824338687071934,0.0014882439354973092,6923.25
2026-02-22,-0.0024554941682013443,,6906.25
2026-02-23,-0.00706965788454339,0.0026397193232179685,6857.25
2026-02-24,0.00684889917215592,0.0015448596729152168,6904.25
2026-02-25,0.0064171483905930415,0.0019703431230576685,6948.5
2026-02-26,-0.008049737068347329,0.0023862531541702496,6892.5
2026-02-27,-0.0023700823843891827,0.0020179452101966155,6876.0
2026-03-01,-0.008616928446771421,,6816.75
2026-03-02,0.008878532802944705,0.0033062606877179482,6877.0
2026-03-03,-0.009640971036483759,0.003233366201602867,6810.5
2026-03-04,0.011012128770320317,0.0028321692075637585,6885.5
2026-03-05,-0.0063664598907507974,0.004061448220205751,6841.0
2026-03-06,-0.014271843647038263,0.002433463638752336,6743.75
2026-03-08,-0.017156221517718118,0.009416143860328106,6628.25
2026-03-09,0.021547499304590434,0.004035321986963943,6771.75
2026-03-10,0.00011548283732254472,0.0017762107527652532,6772.5
